burnout,horas_semana,velocidad_alta,plazos_ajustados,demanda_emocional,presentismo,autonomia,apoyo_jefe,apoyo_companeros,reconocimiento,conciliacion,bienestar_who5,tamanio_empresa,sector,nivel_educativo,genero,teletrabajo,tipo_contrato,ocupacion_isco,edad,burnout_bin
,40.0,2.0,4.0,2.0,2.0,4.0,,,5.0,5.0,56.0,1.0,8,7.0,1,1.0,,4,38.0,
,46.0,3.0,3.0,1.0,2.0,,5.0,5.0,4.0,2.0,76.0,6.0,8,8.0,1,3.0,1.0,2,25.0,
3.0,40.0,5.0,5.0,1.0,2.0,3.0,,,4.0,4.0,44.0,1.0,8,7.0,2,1.0,,2,54.0,1.0
2.0,45.0,5.0,3.0,3.0,1.0,3.67,5.0,5.0,5.0,5.0,80.0,3.0,8,8.0,1,3.0,1.0,2,39.0,0.0
,48.0,3.0,3.0,2.0,2.0,,4.0,5.0,2.0,4.0,84.0,2.0,8,8.0,2,3.0,1.0,1,40.0,
,35.0,3.0,4.0,3.0,2.0,,,,4.0,5.0,76.0,1.0,8,9.0,1,1.0,,2,56.0,
,8.0,4.0,4.0,4.0,2.0,4.0,,4.0,3.0,5.0,52.0,3.0,8,7.0,2,5.0,1.0,3,40.0,
,40.0,2.0,2.0,4.0,1.0,,4.0,4.0,1.0,4.0,56.0,5.0,8,5.0,1,6.0,1.0,4,50.0,
,40.0,4.0,4.0,3.0,1.0,1.67,,4.0,3.0,4.0,68.0,4.0,8,6.0,2,4.0,1.0,2,34.0,
,40.0,4.0,4.0,1.0,2.0,,4.0,4.0,2.0,5.0,68.0,8.0,8,7.0,2,3.0,1.0,3,52.0,
,40.0,1.0,1.0,1.0,2.0,2.33,1.0,,5.0,5.0,92.0,1.0,8,3.0,2,1.0,1.0,5,47.0,
3.0,72.0,3.0,5.0,4.0,1.0,1.67,2.0,3.0,1.0,2.0,4.0,4.0,8,8.0,1,6.0,4.0,3,28.0,1.0
,36.0,2.0,1.0,1.0,2.0,4.0,,5.0,5.0,5.0,32.0,3.0,8,5.0,2,4.0,1.0,4,22.0,
2.0,30.0,3.0,3.0,1.0,2.0,4.67,,,5.0,5.0,76.0,4.0,8,5.0,1,1.0,,1,39.0,0.0
,20.0,3.0,3.0,1.0,2.0,4.33,5.0,5.0,5.0,4.0,76.0,2.0,8,8.0,2,4.0,2.0,3,38.0,
2.0,40.0,5.0,4.0,2.0,2.0,4.33,,,5.0,4.0,96.0,2.0,8,8.0,1,1.0,,1,56.0,0.0
,40.0,3.0,3.0,2.0,2.0,,5.0,5.0,4.0,4.0,60.0,4.0,8,7.0,1,1.0,1.0,2,60.0,
2.0,45.0,5.0,5.0,1.0,2.0,3.33,,5.0,5.0,4.0,52.0,3.0,8,6.0,2,2.0,1.0,4,48.0,0.0
,50.0,3.0,3.0,2.0,1.0,4.0,,,3.0,4.0,80.0,2.0,8,8.0,1,1.0,,2,35.0,
2.0,40.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,2.0,5.0,76.0,8.0,8,8.0,1,6.0,1.0,2,31.0,0.0
2.0,30.0,5.0,5.0,2.0,1.0,2.67,,5.0,5.0,4.0,80.0,4.0,8,6.0,2,4.0,1.0,3,45.0,0.0
4.0,40.0,4.0,4.0,3.0,2.0,5.0,,,4.0,4.0,80.0,1.0,8,7.0,2,1.0,,2,42.0,1.0
,45.0,4.0,4.0,1.0,2.0,3.0,2.0,5.0,2.0,5.0,52.0,4.0,8,7.0,1,4.0,1.0,2,40.0,
,40.0,4.0,4.0,4.0,1.0,,,,2.0,2.0,64.0,2.0,8,8.0,1,1.0,,2,48.0,
1.0,20.0,4.0,3.0,3.0,2.0,4.33,5.0,4.0,5.0,4.0,52.0,2.0,8,5.0,2,4.0,1.0,4,49.0,1.0
,45.0,4.0,4.0,2.0,1.0,3.33,2.0,3.0,2.0,3.0,36.0,4.0,8,7.0,1,5.0,1.0,3,29.0,
,40.0,2.0,3.0,2.0,2.0,,4.0,4.0,5.0,5.0,72.0,5.0,8,6.0,1,4.0,1.0,3,49.0,
2.0,40.0,4.0,3.0,3.0,2.0,4.0,,5.0,4.0,5.0,36.0,2.0,8,5.0,1,6.0,1.0,3,36.0,0.0
2.0,45.0,4.0,4.0,2.0,1.0,4.0,,4.0,4.0,5.0,72.0,4.0,8,8.0,1,6.0,1.0,1,43.0,0.0
2.0,37.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,100.0,4.0,8,5.0,2,3.0,4.0,3,54.0,0.0
2.0,40.0,3.0,2.0,2.0,2.0,,4.0,4.0,5.0,5.0,84.0,3.0,8,6.0,2,4.0,1.0,3,49.0,0.0
2.0,30.0,4.0,4.0,2.0,1.0,,,,4.0,5.0,92.0,1.0,8,5.0,1,1.0,,2,41.0,0.0
,40.0,3.0,4.0,3.0,1.0,3.67,,,4.0,4.0,44.0,1.0,8,7.0,1,1.0,,2,46.0,
2.0,40.0,4.0,2.0,3.0,2.0,2.67,,5.0,5.0,4.0,48.0,3.0,8,8.0,2,1.0,1.0,3,25.0,0.0
,40.0,5.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,96.0,5.0,8,7.0,1,2.0,2.0,3,33.0,
,40.0,4.0,4.0,2.0,2.0,2.67,,5.0,3.0,4.0,72.0,7.0,8,7.0,2,2.0,1.0,2,30.0,
,45.0,3.0,5.0,1.0,2.0,2.33,,,4.0,4.0,64.0,2.0,8,6.0,1,1.0,,2,44.0,
2.0,40.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,76.0,3.0,8,8.0,1,6.0,1.0,2,44.0,0.0
,35.0,4.0,4.0,1.0,2.0,,5.0,5.0,4.0,5.0,72.0,6.0,8,9.0,2,2.0,1.0,2,51.0,
,52.0,4.0,4.0,5.0,1.0,,5.0,5.0,2.0,3.0,40.0,5.0,8,6.0,2,3.0,1.0,2,34.0,
,40.0,4.0,4.0,1.0,2.0,2.33,,4.0,4.0,5.0,64.0,4.0,8,8.0,1,3.0,1.0,2,32.0,
4.0,40.0,5.0,5.0,2.0,1.0,3.33,,5.0,5.0,4.0,68.0,6.0,8,8.0,2,6.0,1.0,2,28.0,1.0
2.0,40.0,3.0,3.0,3.0,2.0,4.33,3.0,4.0,3.0,5.0,44.0,8.0,8,7.0,2,1.0,2.0,2,28.0,0.0
4.0,40.0,2.0,1.0,3.0,2.0,3.67,5.0,5.0,5.0,5.0,84.0,5.0,8,7.0,1,5.0,6.0,2,45.0,1.0
,55.0,5.0,5.0,5.0,1.0,3.33,,5.0,5.0,2.0,72.0,4.0,8,3.0,1,1.0,1.0,2,38.0,
2.0,40.0,4.0,4.0,1.0,2.0,,5.0,5.0,5.0,4.0,72.0,4.0,8,7.0,1,3.0,1.0,4,53.0,0.0
2.0,33.0,5.0,5.0,3.0,2.0,,3.0,4.0,3.0,4.0,56.0,4.0,8,7.0,2,4.0,1.0,2,39.0,0.0
,50.0,4.0,5.0,1.0,2.0,,5.0,4.0,4.0,4.0,76.0,5.0,8,7.0,1,4.0,6.0,1,38.0,
,38.0,2.0,2.0,3.0,2.0,,5.0,5.0,4.0,5.0,68.0,4.0,8,5.0,2,2.0,2.0,2,34.0,
,45.0,2.0,2.0,2.0,2.0,,5.0,5.0,5.0,5.0,100.0,4.0,8,7.0,1,6.0,1.0,2,47.0,
4.0,40.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,5.0,5.0,64.0,6.0,8,8.0,1,3.0,2.0,3,27.0,1.0
2.0,40.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,52.0,3.0,8,7.0,1,6.0,1.0,4,52.0,0.0
,45.0,4.0,4.0,1.0,2.0,4.33,5.0,5.0,5.0,4.0,76.0,5.0,8,9.0,2,4.0,2.0,1,37.0,
2.0,40.0,3.0,3.0,2.0,2.0,5.0,,,4.0,5.0,84.0,1.0,8,7.0,2,1.0,,3,42.0,0.0
,45.0,3.0,3.0,3.0,1.0,3.67,,4.0,4.0,4.0,76.0,6.0,8,9.0,1,3.0,1.0,1,60.0,
2.0,40.0,3.0,5.0,2.0,1.0,4.33,,5.0,2.0,5.0,60.0,3.0,8,8.0,2,1.0,1.0,3,27.0,0.0
,40.0,4.0,4.0,1.0,2.0,,5.0,5.0,4.0,4.0,64.0,3.0,8,8.0,1,2.0,2.0,2,31.0,
2.0,72.0,4.0,3.0,3.0,1.0,3.67,,,5.0,3.0,88.0,3.0,8,9.0,2,1.0,,2,51.0,0.0
,35.0,5.0,5.0,4.0,1.0,,5.0,5.0,5.0,3.0,56.0,3.0,8,6.0,2,6.0,1.0,2,36.0,
2.0,42.0,3.0,4.0,1.0,2.0,,5.0,5.0,1.0,5.0,76.0,7.0,8,7.0,1,2.0,1.0,3,44.0,0.0
,20.0,3.0,5.0,1.0,2.0,,2.0,5.0,4.0,3.0,52.0,3.0,8,4.0,1,4.0,4.0,3,23.0,
4.0,40.0,4.0,4.0,3.0,1.0,,5.0,4.0,2.0,5.0,56.0,6.0,8,5.0,1,2.0,2.0,5,26.0,1.0
,40.0,3.0,3.0,2.0,2.0,4.33,,5.0,5.0,4.0,68.0,4.0,8,8.0,1,4.0,1.0,2,48.0,
,40.0,4.0,2.0,1.0,2.0,,5.0,4.0,5.0,5.0,60.0,6.0,8,7.0,2,3.0,1.0,2,39.0,
,60.0,3.0,5.0,1.0,2.0,,,,4.0,5.0,56.0,1.0,8,8.0,1,1.0,,3,26.0,
,40.0,4.0,5.0,3.0,2.0,3.0,,,5.0,4.0,76.0,1.0,8,7.0,2,1.0,,2,41.0,
,42.0,4.0,3.0,2.0,1.0,4.0,,,5.0,4.0,72.0,1.0,8,7.0,2,1.0,,2,44.0,
2.0,36.0,3.0,3.0,1.0,2.0,,5.0,5.0,4.0,5.0,88.0,4.0,8,7.0,1,6.0,1.0,2,43.0,0.0
3.0,45.0,4.0,4.0,2.0,1.0,2.67,,5.0,4.0,4.0,44.0,8.0,8,8.0,1,6.0,1.0,2,43.0,1.0
2.0,40.0,5.0,5.0,2.0,2.0,,,,4.0,5.0,84.0,3.0,8,7.0,2,1.0,,3,56.0,0.0
,36.0,4.0,2.0,1.0,2.0,,4.0,1.0,3.0,3.0,36.0,4.0,8,5.0,2,1.0,2.0,4,21.0,
,40.0,3.0,4.0,1.0,2.0,4.0,,,2.0,5.0,48.0,1.0,8,5.0,2,3.0,1.0,3,45.0,
,37.0,4.0,4.0,2.0,2.0,,4.0,4.0,5.0,4.0,80.0,4.0,8,6.0,1,6.0,1.0,2,32.0,
2.0,60.0,2.0,4.0,1.0,1.0,5.0,,,5.0,5.0,92.0,1.0,8,7.0,1,1.0,,2,50.0,0.0
2.0,40.0,5.0,5.0,1.0,1.0,,5.0,4.0,4.0,5.0,20.0,4.0,8,6.0,1,2.0,1.0,2,39.0,0.0
2.0,50.0,3.0,5.0,1.0,2.0,,,,5.0,4.0,80.0,2.0,8,6.0,2,1.0,,2,45.0,0.0
,60.0,5.0,5.0,3.0,2.0,,4.0,4.0,4.0,2.0,52.0,2.0,8,6.0,1,5.0,6.0,2,32.0,
,48.0,5.0,5.0,5.0,1.0,,2.0,3.0,1.0,3.0,44.0,8.0,8,4.0,2,1.0,6.0,9,28.0,
,40.0,2.0,4.0,1.0,2.0,,,,5.0,5.0,68.0,1.0,8,7.0,2,1.0,,2,42.0,
,37.0,5.0,4.0,3.0,1.0,,4.0,5.0,4.0,3.0,56.0,4.0,8,7.0,1,3.0,1.0,2,56.0,
,42.0,3.0,4.0,2.0,2.0,3.33,,4.0,4.0,4.0,64.0,4.0,8,6.0,1,2.0,1.0,2,45.0,
2.0,40.0,3.0,3.0,2.0,1.0,4.0,,,5.0,5.0,80.0,5.0,8,8.0,1,1.0,,4,30.0,0.0
,35.0,3.0,3.0,1.0,2.0,3.67,,5.0,5.0,4.0,52.0,3.0,8,7.0,1,6.0,,2,33.0,
,40.0,5.0,3.0,3.0,2.0,4.67,,,4.0,5.0,76.0,1.0,8,8.0,2,1.0,,2,23.0,
2.0,25.0,4.0,4.0,1.0,2.0,3.0,,5.0,5.0,5.0,60.0,8.0,8,4.0,2,3.0,4.0,3,22.0,0.0
,23.0,4.0,5.0,1.0,1.0,4.0,,5.0,2.0,5.0,88.0,3.0,8,7.0,2,3.0,1.0,2,38.0,
,40.0,5.0,4.0,2.0,2.0,2.33,,4.0,1.0,3.0,68.0,2.0,8,8.0,2,6.0,2.0,2,25.0,
,20.0,5.0,5.0,1.0,2.0,,5.0,5.0,3.0,5.0,52.0,3.0,8,7.0,2,2.0,2.0,4,32.0,
2.0,40.0,4.0,4.0,2.0,2.0,3.33,,,4.0,3.0,36.0,1.0,8,8.0,1,1.0,,2,32.0,0.0
2.0,40.0,5.0,5.0,2.0,2.0,3.67,,,1.0,5.0,60.0,3.0,8,7.0,1,1.0,,2,30.0,0.0
,45.0,3.0,2.0,1.0,2.0,,4.0,5.0,4.0,4.0,80.0,4.0,8,5.0,1,3.0,1.0,2,40.0,
2.0,38.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,76.0,8.0,8,7.0,2,3.0,1.0,5,38.0,0.0
2.0,39.0,4.0,5.0,1.0,2.0,,5.0,5.0,5.0,4.0,84.0,4.0,8,8.0,1,2.0,1.0,2,27.0,0.0
,50.0,5.0,5.0,4.0,2.0,1.67,,4.0,4.0,3.0,52.0,4.0,8,6.0,1,3.0,1.0,2,35.0,
3.0,40.0,5.0,5.0,5.0,1.0,2.33,,5.0,1.0,4.0,24.0,4.0,8,7.0,2,2.0,3.0,4,26.0,1.0
,47.0,4.0,4.0,1.0,2.0,4.33,5.0,5.0,5.0,4.0,84.0,4.0,8,8.0,1,6.0,1.0,1,26.0,
4.0,40.0,3.0,3.0,2.0,2.0,3.33,,4.0,2.0,4.0,36.0,4.0,8,5.0,1,6.0,1.0,2,58.0,1.0
,40.0,5.0,5.0,2.0,1.0,2.67,4.0,3.0,5.0,5.0,52.0,7.0,8,7.0,1,4.0,1.0,2,33.0,
2.0,40.0,5.0,4.0,2.0,2.0,,5.0,5.0,5.0,4.0,64.0,2.0,8,3.0,2,5.0,2.0,4,60.0,0.0
,40.0,2.0,4.0,3.0,1.0,4.0,,4.0,3.0,5.0,76.0,6.0,8,8.0,1,6.0,1.0,3,47.0,
,40.0,3.0,4.0,2.0,2.0,3.33,4.0,4.0,4.0,5.0,80.0,4.0,8,5.0,1,1.0,1.0,7,58.0,
,35.0,4.0,3.0,2.0,1.0,,,,2.0,4.0,56.0,1.0,8,6.0,3,1.0,,3,27.0,
,40.0,4.0,4.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,88.0,8.0,8,8.0,1,4.0,1.0,1,27.0,
,50.0,4.0,4.0,4.0,1.0,3.67,,,4.0,5.0,64.0,1.0,8,4.0,1,1.0,,2,46.0,
2.0,30.0,5.0,5.0,4.0,1.0,3.33,,,5.0,5.0,68.0,2.0,8,7.0,1,1.0,,2,37.0,0.0
2.0,40.0,3.0,3.0,2.0,2.0,,5.0,5.0,2.0,5.0,56.0,5.0,8,7.0,1,2.0,1.0,2,50.0,0.0
2.0,40.0,5.0,5.0,2.0,2.0,,5.0,5.0,4.0,5.0,72.0,4.0,8,4.0,1,6.0,1.0,2,31.0,0.0
,37.0,4.0,4.0,1.0,2.0,,5.0,5.0,5.0,4.0,52.0,6.0,8,8.0,1,2.0,2.0,2,29.0,
,50.0,3.0,4.0,1.0,2.0,,,,3.0,4.0,76.0,1.0,8,8.0,1,1.0,,3,47.0,
2.0,8.0,3.0,5.0,5.0,1.0,3.0,,,3.0,4.0,60.0,1.0,8,5.0,1,1.0,,2,55.0,0.0
2.0,30.0,3.0,3.0,2.0,2.0,5.0,,,5.0,5.0,68.0,1.0,8,5.0,2,1.0,,2,38.0,0.0
4.0,30.0,4.0,1.0,1.0,1.0,4.0,,,4.0,4.0,76.0,1.0,8,5.0,1,1.0,,3,28.0,1.0
3.0,50.0,4.0,5.0,3.0,2.0,5.0,,4.0,2.0,4.0,56.0,8.0,8,7.0,2,3.0,1.0,4,35.0,1.0
3.0,50.0,5.0,5.0,2.0,2.0,3.67,5.0,5.0,5.0,3.0,80.0,3.0,8,6.0,1,2.0,1.0,1,53.0,1.0
,64.0,3.0,4.0,2.0,2.0,2.67,,5.0,2.0,4.0,64.0,2.0,8,7.0,2,2.0,2.0,3,25.0,
,40.0,4.0,4.0,5.0,1.0,2.67,,5.0,5.0,3.0,88.0,3.0,8,4.0,1,2.0,6.0,2,55.0,
,40.0,2.0,2.0,1.0,2.0,5.0,,,5.0,5.0,52.0,1.0,8,6.0,1,1.0,,3,51.0,
,40.0,4.0,4.0,2.0,1.0,,4.0,4.0,4.0,3.0,76.0,3.0,8,6.0,2,2.0,1.0,2,23.0,
,60.0,3.0,3.0,1.0,2.0,,,,4.0,4.0,80.0,1.0,8,5.0,2,1.0,,3,30.0,
,40.0,1.0,3.0,2.0,2.0,5.0,,,4.0,5.0,88.0,1.0,8,5.0,1,1.0,,3,41.0,
,50.0,4.0,3.0,1.0,2.0,4.0,,,5.0,4.0,72.0,1.0,8,4.0,1,1.0,,3,55.0,
1.0,40.0,2.0,2.0,1.0,1.0,4.67,,,4.0,4.0,76.0,1.0,8,7.0,1,1.0,,2,48.0,1.0
2.0,39.0,5.0,5.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,68.0,4.0,8,5.0,2,3.0,1.0,3,29.0,0.0
2.0,40.0,4.0,4.0,1.0,1.0,,,,5.0,4.0,64.0,1.0,8,5.0,2,1.0,,3,30.0,0.0
2.0,35.0,4.0,4.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,52.0,4.0,8,6.0,1,2.0,1.0,2,37.0,0.0
,5.0,2.0,1.0,3.0,1.0,,5.0,5.0,5.0,3.0,52.0,4.0,8,9.0,2,1.0,2.0,2,41.0,
,35.0,1.0,1.0,1.0,2.0,,1.0,5.0,1.0,5.0,100.0,4.0,8,3.0,1,1.0,1.0,2,62.0,
,40.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,80.0,4.0,8,7.0,1,5.0,1.0,2,37.0,
1.0,50.0,4.0,3.0,4.0,2.0,,1.0,5.0,1.0,4.0,72.0,4.0,8,8.0,1,5.0,1.0,1,49.0,1.0
2.0,35.0,4.0,4.0,1.0,2.0,,5.0,5.0,2.0,2.0,80.0,3.0,8,5.0,2,1.0,2.0,2,45.0,0.0
,40.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,5.0,92.0,6.0,8,7.0,1,2.0,1.0,2,51.0,
,48.0,4.0,3.0,3.0,2.0,,,,5.0,4.0,100.0,2.0,8,4.0,2,1.0,,5,34.0,
2.0,40.0,4.0,2.0,1.0,2.0,4.33,4.0,5.0,5.0,5.0,68.0,1.0,8,7.0,1,5.0,1.0,2,38.0,0.0
,55.0,3.0,3.0,3.0,2.0,3.67,,,5.0,3.0,80.0,2.0,8,8.0,2,1.0,,2,30.0,
4.0,40.0,4.0,5.0,3.0,1.0,,,2.0,1.0,4.0,32.0,6.0,8,5.0,2,3.0,1.0,4,46.0,1.0
2.0,40.0,3.0,3.0,2.0,2.0,,4.0,4.0,4.0,5.0,72.0,7.0,8,7.0,1,3.0,1.0,2,49.0,0.0
,40.0,4.0,3.0,1.0,2.0,3.33,5.0,5.0,4.0,4.0,64.0,3.0,8,7.0,1,4.0,6.0,4,42.0,
,40.0,4.0,4.0,5.0,2.0,,2.0,3.0,2.0,3.0,20.0,4.0,8,6.0,2,2.0,1.0,5,45.0,
,28.0,3.0,4.0,3.0,2.0,,3.0,5.0,2.0,4.0,72.0,3.0,8,5.0,2,2.0,1.0,4,33.0,
,40.0,5.0,5.0,4.0,2.0,,1.0,4.0,1.0,2.0,52.0,3.0,8,5.0,1,2.0,1.0,7,62.0,
4.0,39.0,4.0,5.0,2.0,2.0,,5.0,5.0,5.0,3.0,72.0,2.0,8,9.0,2,6.0,2.0,2,37.0,1.0
,50.0,5.0,5.0,3.0,1.0,,5.0,4.0,3.0,4.0,48.0,6.0,8,6.0,1,3.0,1.0,1,40.0,
,20.0,3.0,3.0,3.0,1.0,,1.0,,5.0,4.0,88.0,1.0,8,5.0,2,1.0,2.0,5,47.0,
2.0,29.0,1.0,1.0,2.0,2.0,,5.0,5.0,5.0,4.0,100.0,1.0,8,3.0,1,1.0,2.0,9,52.0,0.0
2.0,45.0,3.0,3.0,3.0,2.0,3.67,,5.0,5.0,5.0,72.0,6.0,8,6.0,1,6.0,1.0,1,40.0,0.0
4.0,35.0,3.0,4.0,1.0,2.0,1.33,,4.0,4.0,4.0,68.0,4.0,8,3.0,1,1.0,3.0,6,31.0,1.0
,35.0,4.0,3.0,3.0,1.0,,5.0,5.0,4.0,4.0,80.0,4.0,8,6.0,2,4.0,2.0,3,56.0,
3.0,40.0,5.0,5.0,3.0,1.0,5.0,,1.0,1.0,5.0,64.0,1.0,8,7.0,1,3.0,1.0,1,52.0,1.0
,10.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,56.0,3.0,8,4.0,1,2.0,3.0,5,22.0,
,40.0,4.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,52.0,6.0,8,7.0,2,2.0,1.0,1,43.0,
,50.0,5.0,4.0,3.0,1.0,4.33,,,2.0,4.0,40.0,1.0,8,7.0,2,1.0,,1,28.0,
,39.0,3.0,2.0,1.0,2.0,3.67,5.0,5.0,5.0,4.0,72.0,4.0,8,7.0,2,2.0,6.0,4,51.0,
3.0,37.0,4.0,4.0,2.0,1.0,3.33,4.0,5.0,2.0,5.0,24.0,7.0,8,6.0,2,2.0,1.0,4,40.0,1.0
2.0,50.0,2.0,2.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,52.0,4.0,8,8.0,1,3.0,1.0,1,42.0,0.0
,40.0,4.0,5.0,1.0,1.0,,4.0,4.0,4.0,4.0,48.0,7.0,8,8.0,2,3.0,1.0,5,25.0,
,44.0,4.0,1.0,2.0,2.0,,5.0,5.0,4.0,2.0,28.0,3.0,8,7.0,2,2.0,1.0,4,44.0,
2.0,40.0,4.0,4.0,2.0,2.0,2.67,5.0,5.0,3.0,4.0,48.0,6.0,8,7.0,2,3.0,1.0,3,45.0,0.0
,40.0,4.0,3.0,3.0,2.0,4.33,,,5.0,4.0,76.0,1.0,8,6.0,2,1.0,,4,31.0,
4.0,40.0,4.0,4.0,2.0,1.0,4.33,,,4.0,3.0,84.0,2.0,8,5.0,1,1.0,,5,42.0,1.0
,20.0,4.0,4.0,1.0,2.0,,4.0,5.0,4.0,4.0,72.0,4.0,8,5.0,2,4.0,1.0,4,39.0,
,8.0,4.0,4.0,3.0,2.0,3.0,,4.0,4.0,5.0,72.0,2.0,8,6.0,2,1.0,1.0,3,40.0,
2.0,25.0,1.0,4.0,3.0,2.0,,5.0,5.0,5.0,4.0,76.0,2.0,8,6.0,2,4.0,1.0,5,53.0,0.0
2.0,40.0,2.0,2.0,1.0,1.0,,5.0,5.0,5.0,5.0,68.0,5.0,8,5.0,1,3.0,1.0,2,50.0,0.0
2.0,40.0,4.0,3.0,2.0,1.0,4.33,,,4.0,5.0,52.0,3.0,8,7.0,1,3.0,1.0,4,37.0,0.0
2.0,40.0,4.0,4.0,1.0,2.0,,5.0,5.0,3.0,4.0,76.0,4.0,8,7.0,2,3.0,1.0,1,41.0,0.0
,40.0,5.0,2.0,4.0,2.0,4.33,,,5.0,2.0,76.0,1.0,8,7.0,1,1.0,,4,40.0,
,42.0,4.0,4.0,3.0,2.0,,5.0,5.0,3.0,4.0,100.0,4.0,8,7.0,2,4.0,1.0,4,40.0,
2.0,40.0,1.0,1.0,1.0,2.0,3.67,5.0,5.0,3.0,4.0,80.0,3.0,8,4.0,1,1.0,2.0,5,55.0,0.0
2.0,40.0,2.0,3.0,1.0,2.0,4.0,,5.0,4.0,4.0,80.0,4.0,8,4.0,1,2.0,1.0,3,33.0,0.0
2.0,40.0,5.0,4.0,3.0,2.0,3.67,,5.0,4.0,4.0,84.0,1.0,8,9.0,2,3.0,1.0,1,40.0,0.0
4.0,40.0,4.0,3.0,3.0,2.0,,3.0,5.0,1.0,3.0,44.0,3.0,8,5.0,1,2.0,1.0,5,43.0,1.0
,55.0,5.0,4.0,5.0,1.0,4.67,5.0,5.0,5.0,3.0,24.0,7.0,8,5.0,2,3.0,1.0,4,36.0,
,45.0,1.0,4.0,2.0,1.0,,5.0,4.0,5.0,5.0,72.0,7.0,8,5.0,1,5.0,1.0,3,59.0,
2.0,40.0,1.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,88.0,4.0,8,5.0,1,2.0,1.0,5,29.0,0.0
,40.0,2.0,2.0,5.0,2.0,2.33,4.0,4.0,2.0,4.0,48.0,4.0,8,6.0,1,5.0,1.0,5,43.0,
,40.0,3.0,5.0,2.0,2.0,,5.0,5.0,5.0,4.0,92.0,4.0,8,8.0,1,3.0,1.0,5,50.0,
2.0,41.0,3.0,2.0,2.0,2.0,4.33,,5.0,4.0,4.0,80.0,4.0,8,4.0,1,2.0,1.0,5,58.0,0.0
2.0,40.0,5.0,5.0,1.0,2.0,2.33,,5.0,5.0,3.0,84.0,6.0,8,2.0,2,1.0,2.0,5,53.0,0.0
2.0,40.0,2.0,2.0,2.0,2.0,,5.0,5.0,3.0,4.0,80.0,4.0,8,3.0,1,1.0,1.0,5,46.0,0.0
2.0,50.0,3.0,3.0,3.0,2.0,2.33,,4.0,2.0,4.0,76.0,4.0,8,8.0,2,4.0,1.0,2,29.0,0.0
2.0,40.0,1.0,1.0,2.0,2.0,1.67,,4.0,5.0,4.0,68.0,2.0,8,6.0,1,5.0,1.0,5,40.0,0.0
2.0,40.0,1.0,5.0,3.0,2.0,1.0,5.0,4.0,4.0,5.0,64.0,8.0,8,7.0,2,1.0,1.0,5,58.0,0.0
2.0,55.0,1.0,4.0,1.0,2.0,,,5.0,4.0,4.0,60.0,8.0,8,6.0,1,1.0,1.0,5,23.0,0.0
2.0,40.0,3.0,3.0,3.0,2.0,3.33,5.0,5.0,5.0,4.0,92.0,8.0,8,5.0,1,2.0,1.0,5,62.0,0.0
4.0,25.0,1.0,1.0,5.0,1.0,5.0,,5.0,1.0,4.0,84.0,2.0,8,7.0,2,5.0,5.0,3,22.0,1.0
,40.0,3.0,2.0,2.0,2.0,1.67,3.0,4.0,4.0,4.0,76.0,3.0,8,5.0,1,5.0,1.0,5,35.0,
3.0,35.0,5.0,5.0,1.0,2.0,,2.0,5.0,1.0,4.0,64.0,2.0,8,5.0,2,1.0,1.0,9,54.0,1.0
,37.0,4.0,4.0,4.0,2.0,,5.0,2.0,2.0,4.0,60.0,8.0,8,4.0,2,1.0,1.0,9,34.0,
2.0,30.0,3.0,2.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,48.0,4.0,8,2.0,2,1.0,1.0,9,29.0,0.0
,36.0,1.0,2.0,1.0,2.0,,2.0,3.0,5.0,5.0,80.0,4.0,8,4.0,1,1.0,2.0,9,28.0,
2.0,40.0,2.0,1.0,3.0,2.0,3.67,,5.0,5.0,4.0,40.0,4.0,8,5.0,1,1.0,1.0,6,29.0,0.0
2.0,30.0,5.0,5.0,2.0,2.0,,3.0,3.0,3.0,4.0,44.0,4.0,8,4.0,2,1.0,1.0,9,44.0,0.0
2.0,15.0,1.0,2.0,1.0,2.0,1.67,5.0,5.0,4.0,4.0,80.0,2.0,8,4.0,2,1.0,1.0,9,45.0,0.0
,39.0,3.0,3.0,2.0,2.0,,3.0,2.0,4.0,5.0,56.0,4.0,8,5.0,1,1.0,1.0,9,47.0,
2.0,40.0,1.0,1.0,1.0,2.0,,,5.0,5.0,4.0,80.0,4.0,8,2.0,2,1.0,1.0,9,59.0,0.0
